Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Issue color),Custom field (Rank),Custom field (Request Type),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field ([CHART] Date of First Response),Status Category
Verify that the username text box accepts alphabets ,PROD-18,10021,Test,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,07-09-2021 04:20,08-09-2021 19:41,08-09-2021 18:40,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},,,,,,,0|i0003b:,,PROD Sprint 1,,,,,,,,Done
As a admin i need copy functionality so that i can copy the  product as many times i want to add them into the database,PROD-16,10019,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 16:31,08-09-2021 19:41,09-09-2021 03:22,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-75,PROD-76,PROD-77,PROD-78,,,,,,,,,,,,,,,,,,,,,{},,PROD-1,,,,,0|i0001q:,,PROD Sprint 1,,,,,,,,Done
As a admin i need delete functionality so that i can delete the products,PROD-15,10018,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 16:28,09-09-2021 03:20,09-09-2021 03:17,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-73,PROD-74,PROD-72,,,,,,,,,,,,,,,,,,,,,,{},,PROD-1,,,,,0|i0001p:,,PROD Sprint 1,,,,,,,,Done
As a admin i need edit functionality so that i can make changes in product details,PROD-14,10017,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 16:28,08-09-2021 19:41,08-09-2021 19:44,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-68,PROD-69,PROD-70,PROD-52,PROD-53,PROD-54,PROD-55,PROD-56,PROD-57,PROD-58,PROD-59,PROD-60,PROD-66,PROD-67,PROD-71,,,,,,,,,,{},,PROD-1,,,,,0|i0001m:,,PROD Sprint 1,,,,,,,,Done
As a admin i want add functionality so that i can add any product details in to the database ,PROD-13,10016,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 16:26,08-09-2021 19:41,08-09-2021 19:44,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-47,PROD-48,PROD-49,PROD-50,PROD-51,PROD-52,PROD-53,PROD-54,PROD-55,PROD-56,PROD-57,PROD-58,PROD-59,PROD-60,PROD-66,PROD-67,PROD-71,,,,,,,,{},,PROD-1,,,,,0|i0001l:,,PROD Sprint 1,,,,,,,,Done
As a admin i want  filter functionality so that i can filter  as per the requirement ,PROD-5,10008,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 06:13,09-09-2021 03:17,09-09-2021 03:16,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-33,PROD-34,PROD-35,PROD-36,PROD-37,PROD-38,PROD-39,PROD-40,PROD-41,PROD-42,PROD-43,PROD-44,PROD-45,PROD-46,PROD-65,PROD-64,,,,,,,,,{},,PROD-1,,,,,0|i0001j:,,PROD Sprint 1,,,,,,,,Done
As a admin i want  homepage to find out the the product column so that clicking on that  can be navigated to product page,PROD-4,10007,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 05:01,08-09-2021 19:41,08-09-2021 19:42,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-28,PROD-29,PROD-30,PROD-31,PROD-32,,,,,,,,,,,,,,,,,,,,{},,PROD-1,,,,,0|i0001b:,,PROD Sprint 1,,,,,,,,Done
As a admin i want  login functionality so that i can be navigated to home page of uniform store ,PROD-3,10006,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 04:56,08-09-2021 19:41,08-09-2021 19:41,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-18,PROD-20,PROD-21,PROD-22,PROD-23,PROD-24,PROD-25,PROD-26,,,,,,,,,,,,,,,,,{},,PROD-1,,,,,0|i00013:,,PROD Sprint 1,,,,,,,,Done
As a admin i want to click on the link so that i can be redirected to the login page of uniform store,PROD-2,10005,Story,Done,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,Done,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 04:54,08-09-2021 19:41,08-09-2021 19:41,08-09-2021 19:41,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,PROD-90,,,,,,,,,,,,,,,,,,,,,,,,{},,PROD-1,,,,,0|i0000v:,,PROD Sprint 1,,,,,,,,Done
Products under uniformstore,PROD-1,10004,Epic,In Progress,PROD,Products,software,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,Medium,,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,17-465 Meghana,612ef9ccae44ae0070b4ff3c,06-09-2021 04:45,09-09-2021 04:51,09-09-2021 04:51,,,0,,,17-465 Meghana,612ef9ccae44ae0070b4ff3c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{},ghx-label-4,,Products under uniformstore,To Do,,,0|i0000n:,,PROD Sprint 1,,,,,,,,In Progress
